Dataset,Site,DateTime,Variable,Value,Units,ShortName,SiteID,Type,State,Longitude,Latitude
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T09:00:00-07:00,Average flow,3129.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T10:00:00-07:00,Average flow,3101.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T11:00:00-07:00,Average flow,3135.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T12:00:00-07:00,Average flow,3244.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T13:00:00-07:00,Average flow,3424.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T14:00:00-07:00,Average flow,3671.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T15:00:00-07:00,Average flow,3984.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T16:00:00-07:00,Average flow,4338.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T17:00:00-07:00,Average flow,4699.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T18:00:00-07:00,Average flow,5015.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T19:00:00-07:00,Average flow,5282.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T20:00:00-07:00,Average flow,5483.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T21:00:00-07:00,Average flow,5583.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T22:00:00-07:00,Average flow,5589.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-15T23:00:00-07:00,Average flow,5511.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2020,COLORADO RIVER AT TAYLOR FERRY,2017-11-16T00:00:00-07:00,Average flow,5360.0,CFS,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T00:00:00-07:00,Average gage height,230.66,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T01:00:00-07:00,Average gage height,230.39,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T02:00:00-07:00,Average gage height,230.09,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T03:00:00-07:00,Average gage height,229.76,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T04:00:00-07:00,Average gage height,229.44,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T05:00:00-07:00,Average gage height,229.13,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T06:00:00-07:00,Average gage height,228.85,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T07:00:00-07:00,Average gage height,228.62,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T08:00:00-07:00,Average gage height,228.41,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T09:00:00-07:00,Average gage height,228.28,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T10:00:00-07:00,Average gage height,228.19,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T11:00:00-07:00,Average gage height,228.14,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T12:00:00-07:00,Average gage height,228.14,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T13:00:00-07:00,Average gage height,228.18,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T14:00:00-07:00,Average gage height,228.27,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T15:00:00-07:00,Average gage height,228.44,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T16:00:00-07:00,Average gage height,228.64,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T17:00:00-07:00,Average gage height,228.83,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T18:00:00-07:00,Average gage height,229.03,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T19:00:00-07:00,Average gage height,229.22,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T20:00:00-07:00,Average gage height,229.37,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T21:00:00-07:00,Average gage height,229.48,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T22:00:00-07:00,Average gage height,229.53,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-10T23:00:00-07:00,Average gage height,229.55,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T00:00:00-07:00,Average gage height,229.52,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T01:00:00-07:00,Average gage height,229.45,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T02:00:00-07:00,Average gage height,229.36,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T03:00:00-07:00,Average gage height,229.25,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T04:00:00-07:00,Average gage height,229.14,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T05:00:00-07:00,Average gage height,229.04,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T06:00:00-07:00,Average gage height,228.96,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T07:00:00-07:00,Average gage height,228.9,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T08:00:00-07:00,Average gage height,228.88,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T09:00:00-07:00,Average gage height,228.9,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T10:00:00-07:00,Average gage height,228.96,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T11:00:00-07:00,Average gage height,229.08,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T12:00:00-07:00,Average gage height,229.26,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T13:00:00-07:00,Average gage height,229.49,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T14:00:00-07:00,Average gage height,229.77,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T15:00:00-07:00,Average gage height,230.06,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T16:00:00-07:00,Average gage height,230.35,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T17:00:00-07:00,Average gage height,230.62,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T18:00:00-07:00,Average gage height,230.84,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T19:00:00-07:00,Average gage height,231.0,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T20:00:00-07:00,Average gage height,231.1,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T21:00:00-07:00,Average gage height,231.13,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T22:00:00-07:00,Average gage height,231.11,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-11T23:00:00-07:00,Average gage height,231.04,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T00:00:00-07:00,Average gage height,230.91,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T01:00:00-07:00,Average gage height,230.74,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T02:00:00-07:00,Average gage height,230.54,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T03:00:00-07:00,Average gage height,230.32,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T04:00:00-07:00,Average gage height,230.11,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T05:00:00-07:00,Average gage height,229.91,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T06:00:00-07:00,Average gage height,229.71,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T07:00:00-07:00,Average gage height,229.56,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T08:00:00-07:00,Average gage height,229.45,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T09:00:00-07:00,Average gage height,229.4,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T10:00:00-07:00,Average gage height,229.4,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T11:00:00-07:00,Average gage height,229.44,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T12:00:00-07:00,Average gage height,229.55,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T13:00:00-07:00,Average gage height,229.69,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T14:00:00-07:00,Average gage height,229.86,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T15:00:00-07:00,Average gage height,230.03,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T16:00:00-07:00,Average gage height,230.18,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T17:00:00-07:00,Average gage height,230.3,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T18:00:00-07:00,Average gage height,230.4,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T19:00:00-07:00,Average gage height,230.46,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T20:00:00-07:00,Average gage height,230.47,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T21:00:00-07:00,Average gage height,230.45,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T22:00:00-07:00,Average gage height,230.37,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-12T23:00:00-07:00,Average gage height,230.25,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T00:00:00-07:00,Average gage height,230.13,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T01:00:00-07:00,Average gage height,229.99,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T02:00:00-07:00,Average gage height,229.83,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T03:00:00-07:00,Average gage height,229.67,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T04:00:00-07:00,Average gage height,229.52,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T05:00:00-07:00,Average gage height,229.41,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T06:00:00-07:00,Average gage height,229.3,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T07:00:00-07:00,Average gage height,229.23,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T08:00:00-07:00,Average gage height,229.21,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T09:00:00-07:00,Average gage height,229.23,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T10:00:00-07:00,Average gage height,229.27,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T11:00:00-07:00,Average gage height,229.34,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T12:00:00-07:00,Average gage height,229.48,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T13:00:00-07:00,Average gage height,229.6,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T14:00:00-07:00,Average gage height,229.75,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T15:00:00-07:00,Average gage height,229.91,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T16:00:00-07:00,Average gage height,230.04,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T17:00:00-07:00,Average gage height,230.15,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T18:00:00-07:00,Average gage height,230.21,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T19:00:00-07:00,Average gage height,230.22,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T20:00:00-07:00,Average gage height,230.2,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T21:00:00-07:00,Average gage height,230.14,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T22:00:00-07:00,Average gage height,230.05,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-13T23:00:00-07:00,Average gage height,229.94,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T00:00:00-07:00,Average gage height,229.8,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T01:00:00-07:00,Average gage height,229.64,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T02:00:00-07:00,Average gage height,229.5,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T03:00:00-07:00,Average gage height,229.36,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T04:00:00-07:00,Average gage height,229.24,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T05:00:00-07:00,Average gage height,229.13,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T06:00:00-07:00,Average gage height,229.04,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T07:00:00-07:00,Average gage height,228.96,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T08:00:00-07:00,Average gage height,228.88,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T09:00:00-07:00,Average gage height,228.82,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T10:00:00-07:00,Average gage height,228.76,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T11:00:00-07:00,Average gage height,228.72,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T12:00:00-07:00,Average gage height,228.68,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T13:00:00-07:00,Average gage height,228.64,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T14:00:00-07:00,Average gage height,228.6,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T15:00:00-07:00,Average gage height,228.57,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
DSET-71.RSET-OBSERVED-HOURLY-2057,COLORADO RIVER AT TAYLOR FERRY,2017-11-14T16:00:00-07:00,Average gage height,228.57,FEET,taylor,tflc,Stream gage,AZ,-114.6353,33.4508
