Dataset,Site,DateTime,Variable,Value,Units,ShortName,SiteID,Type,State,Longitude,Latitude
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T00:00:00-07:00,Average gage height,246.8,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T01:00:00-07:00,Average gage height,246.6,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T02:00:00-07:00,Average gage height,246.48,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T03:00:00-07:00,Average gage height,246.43,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T04:00:00-07:00,Average gage height,246.41,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T05:00:00-07:00,Average gage height,246.44,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T06:00:00-07:00,Average gage height,246.49,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T07:00:00-07:00,Average gage height,246.57,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T08:00:00-07:00,Average gage height,246.68,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T09:00:00-07:00,Average gage height,246.83,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T10:00:00-07:00,Average gage height,247.02,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T11:00:00-07:00,Average gage height,247.22,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T12:00:00-07:00,Average gage height,247.42,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T13:00:00-07:00,Average gage height,247.58,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T14:00:00-07:00,Average gage height,247.71,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T15:00:00-07:00,Average gage height,247.77,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T16:00:00-07:00,Average gage height,247.79,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T17:00:00-07:00,Average gage height,247.75,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T18:00:00-07:00,Average gage height,247.68,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T19:00:00-07:00,Average gage height,247.59,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T20:00:00-07:00,Average gage height,247.5,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T21:00:00-07:00,Average gage height,247.39,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T22:00:00-07:00,Average gage height,247.27,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-10T23:00:00-07:00,Average gage height,247.17,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T00:00:00-07:00,Average gage height,247.09,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T01:00:00-07:00,Average gage height,247.05,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T02:00:00-07:00,Average gage height,247.04,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T03:00:00-07:00,Average gage height,247.06,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T04:00:00-07:00,Average gage height,247.1,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T05:00:00-07:00,Average gage height,247.2,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T06:00:00-07:00,Average gage height,247.36,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T07:00:00-07:00,Average gage height,247.58,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T08:00:00-07:00,Average gage height,247.85,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T09:00:00-07:00,Average gage height,248.14,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T10:00:00-07:00,Average gage height,248.41,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T11:00:00-07:00,Average gage height,248.65,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T12:00:00-07:00,Average gage height,248.84,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T13:00:00-07:00,Average gage height,248.96,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T14:00:00-07:00,Average gage height,249.02,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T15:00:00-07:00,Average gage height,249.01,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T16:00:00-07:00,Average gage height,248.95,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T17:00:00-07:00,Average gage height,248.84,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T18:00:00-07:00,Average gage height,248.69,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T19:00:00-07:00,Average gage height,248.51,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T20:00:00-07:00,Average gage height,248.32,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T21:00:00-07:00,Average gage height,248.12,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T22:00:00-07:00,Average gage height,247.92,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-11T23:00:00-07:00,Average gage height,247.74,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T00:00:00-07:00,Average gage height,247.57,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T01:00:00-07:00,Average gage height,247.44,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T02:00:00-07:00,Average gage height,247.35,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T03:00:00-07:00,Average gage height,247.32,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T04:00:00-07:00,Average gage height,247.34,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T05:00:00-07:00,Average gage height,247.42,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T06:00:00-07:00,Average gage height,247.55,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T07:00:00-07:00,Average gage height,247.71,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T08:00:00-07:00,Average gage height,247.89,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T09:00:00-07:00,Average gage height,248.06,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T10:00:00-07:00,Average gage height,248.22,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T11:00:00-07:00,Average gage height,248.33,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T12:00:00-07:00,Average gage height,248.4,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T13:00:00-07:00,Average gage height,248.43,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T14:00:00-07:00,Average gage height,248.42,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T15:00:00-07:00,Average gage height,248.37,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T16:00:00-07:00,Average gage height,248.28,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T17:00:00-07:00,Average gage height,248.17,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T18:00:00-07:00,Average gage height,248.03,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T19:00:00-07:00,Average gage height,247.88,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T20:00:00-07:00,Average gage height,247.74,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T21:00:00-07:00,Average gage height,247.61,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T22:00:00-07:00,Average gage height,247.5,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-12T23:00:00-07:00,Average gage height,247.4,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T00:00:00-07:00,Average gage height,247.31,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T01:00:00-07:00,Average gage height,247.25,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T02:00:00-07:00,Average gage height,247.23,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T03:00:00-07:00,Average gage height,247.23,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T04:00:00-07:00,Average gage height,247.29,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T05:00:00-07:00,Average gage height,247.43,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T06:00:00-07:00,Average gage height,247.57,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T07:00:00-07:00,Average gage height,247.7,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T08:00:00-07:00,Average gage height,247.83,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T09:00:00-07:00,Average gage height,247.97,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T10:00:00-07:00,Average gage height,248.1,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T11:00:00-07:00,Average gage height,248.2,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T12:00:00-07:00,Average gage height,248.25,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T13:00:00-07:00,Average gage height,248.25,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T14:00:00-07:00,Average gage height,248.22,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T15:00:00-07:00,Average gage height,248.14,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T16:00:00-07:00,Average gage height,248.03,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T17:00:00-07:00,Average gage height,247.9,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T18:00:00-07:00,Average gage height,247.77,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T19:00:00-07:00,Average gage height,247.64,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T20:00:00-07:00,Average gage height,247.51,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T21:00:00-07:00,Average gage height,247.39,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T22:00:00-07:00,Average gage height,247.29,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-13T23:00:00-07:00,Average gage height,247.21,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T00:00:00-07:00,Average gage height,247.15,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T01:00:00-07:00,Average gage height,247.1,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T02:00:00-07:00,Average gage height,247.07,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T03:00:00-07:00,Average gage height,247.05,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T04:00:00-07:00,Average gage height,247.02,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T05:00:00-07:00,Average gage height,246.97,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T06:00:00-07:00,Average gage height,246.92,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T07:00:00-07:00,Average gage height,246.89,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T08:00:00-07:00,Average gage height,246.88,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T09:00:00-07:00,Average gage height,246.89,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T10:00:00-07:00,Average gage height,246.9,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T11:00:00-07:00,Average gage height,246.91,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T12:00:00-07:00,Average gage height,246.93,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T13:00:00-07:00,Average gage height,246.97,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T14:00:00-07:00,Average gage height,247.02,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T15:00:00-07:00,Average gage height,247.07,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T16:00:00-07:00,Average gage height,247.09,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T17:00:00-07:00,Average gage height,247.06,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T18:00:00-07:00,Average gage height,247.0,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T19:00:00-07:00,Average gage height,246.91,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T20:00:00-07:00,Average gage height,246.78,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T21:00:00-07:00,Average gage height,246.64,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T22:00:00-07:00,Average gage height,246.48,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-14T23:00:00-07:00,Average gage height,246.32,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-15T00:00:00-07:00,Average gage height,246.14,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-15T01:00:00-07:00,Average gage height,245.98,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
DSET-71.RSET-OBSERVED-HOURLY-20181,COLORADO RIVER BELOW INTERSTATE BRIDGE,2017-11-15T02:00:00-07:00,Average gage height,245.86,FEET,bridge,biblc,Stream gage,AZ,-114.5497,33.6006
